type,start_seconds,end_seconds
CommandExecution,144850.794,144856.438
Reasoning,144856.372,144857.689
CommandExecution,144861.614,144861.614
CommandExecution,143767.814,144869.291
Reasoning,144868.47,144878.912
CommandExecution,144881.267,144881.267
Reasoning,144885.165,144889.63
CommandExecution,144642.318,144890.753
CommandExecution,144894.65,144895.253
Reasoning,144898.86,144920.516
AgentMessage,144920.522,144922.015
CommandExecution,144931.919,144931.919
Reasoning,144934.2,144956.411
Reasoning,144956.416,144963.795
Reasoning,144992.697,144999.71
CommandExecution,145001.635,145001.635
Reasoning,145009.86,145015.476
CommandExecution,145015.54,145015.54
Reasoning,145018.161,145023.555
CommandExecution,144988.527,145024.188
McpToolCall,145040.205,145040.731
Reasoning,145043.226,145054.591
CommandExecution,145062.271,145062.632
Reasoning,145066.415,145067.785
CommandExecution,145062.224,145071.926
CommandExecution,145062.212,145074.212
McpToolCall,145076.276,145076.671
McpToolCall,145076.687,145077.032
McpToolCall,145077.054,145077.401
McpToolCall,145077.417,145077.726
McpToolCall,145077.738,145078.106
CommandExecution,145039.193,145083.87
Reasoning,145086.785,145087.27
CommandExecution,145089.901,145089.901
Reasoning,145095.232,145101.435
CommandExecution,145107.878,145107.894
Reasoning,145113.081,145131.257
Reasoning,145131.261,145147.29
CommandExecution,145149.048,145149.049
Reasoning,145151.971,145155.636
CommandExecution,145160.195,145160.196
Reasoning,145167.102,145170.544
CommandExecution,145062.248,145189.631
CommandExecution,145213.358,145214.158
Reasoning,145219.92,145242.056
CommandExecution,145245.22,145245.22
Reasoning,145248.885,145263.186
AgentMessage,145263.188,145264.975
Reasoning,145324.951,145331.786
CommandExecution,145339.797,145340.146
Reasoning,145348.045,145355.211
CommandExecution,145358.393,145358.394
Reasoning,145365.017,145365.56
CommandExecution,145373.239,145374.538
Reasoning,145376.32,145397.974
CommandExecution,145399.32,145399.321
Reasoning,145407.92,145416.209
CommandExecution,145425.734,145426.908
Reasoning,145434.116,145445.586
CommandExecution,145446.047,145446.047
Reasoning,145448.461,145468.297
Reasoning,145468.3,145491.779
Reasoning,145491.781,145496.723
CommandExecution,144930.778,145507.317
CommandExecution,145516.006,145517.258
Reasoning,145522.216,145535.441
CommandExecution,145585.661,145586.793
Reasoning,145592.113,145594.297
CommandExecution,145597.667,145597.669
Reasoning,145600.79,145617.121
AgentMessage,145617.13,145619.316
CommandExecution,145641.005,145641.454
Reasoning,145644.126,145645.726
CommandExecution,145684.056,145685.589
Reasoning,145687.251,145705.493
Reasoning,145705.496,145730.721
Reasoning,145730.724,145744.956
AgentMessage,145744.959,145746.666
CommandExecution,145766.503,145767.605
Reasoning,145771.306,145781.896
CommandExecution,145782.87,145782.87
Reasoning,145785.091,145790.971
CommandExecution,145792.385,145792.385
Reasoning,145795.591,145816.095
Reasoning,145816.099,145836.586
Reasoning,145836.589,145850.266
CommandExecution,145852.754,145852.754
Reasoning,145859.537,145862.382
AgentMessage,145862.385,145864.431
Reasoning,145870.116,145873.036
AgentMessage,145873.039,145874.646
CommandExecution,145879.396,145879.397
Reasoning,145883.216,145904.756
Reasoning,145904.761,145928.943
CommandExecution,145930.547,145930.548
Reasoning,145936.806,145959.112
Reasoning,145959.115,145985.856
Reasoning,145985.859,146002.117
CommandExecution,146021.402,146023.713
Reasoning,146024.806,146046.417
AgentMessage,146046.42,146048.597
CommandExecution,146060.972,146060.972
CommandExecution,146059.916,146062.909
Reasoning,146065.282,146086.526
CommandExecution,146119.804,146121.073
Reasoning,146124.722,146148.687
Reasoning,146148.69,146174.486
Reasoning,146174.489,146187.052
CommandExecution,146193.414,146195.375
CommandExecution,146193.422,146199.49
CommandExecution,146193.437,146202.547
CommandExecution,145320.229,146212.549
CommandExecution,143842.927,146212.549
Reasoning,146201.021,146223.612
Reasoning,146223.615,146244.917
CommandExecution,146247.848,146247.848
Reasoning,146251.502,146265.601
CommandExecution,146267.064,146267.064
Reasoning,146271.116,146279.067
Extension,146280.16,146281.067
Reasoning,146284.286,146286.417
Extension,146288.229,146289.332
Reasoning,146292.543,146298.152
Extension,146299.021,146299.992
Reasoning,146304.692,146325.472
Reasoning,146325.488,146329.489
CommandExecution,146352.954,146354.009
Reasoning,146358.527,146359.147
CommandExecution,146368.032,146368.032
Reasoning,146374.113,146398.313
Reasoning,146398.316,146421.082
CommandExecution,146427.032,146427.032
CommandExecution,146427.197,146427.913
Reasoning,146431.202,146439.747
AgentMessage,146439.75,146442.077
CommandExecution,146444.504,146444.505
Reasoning,146447.997,146471.682
Reasoning,146471.685,146490.482
Reasoning,146490.485,146512.507
Reasoning,146512.51,146535.747
Reasoning,146535.75,146560.767
Reasoning,146560.77,146564.592
CommandExecution,146570.366,146570.366
CommandExecution,146569.328,146573.049
Reasoning,146575.227,146579.127
Reasoning,146583.582,146586.437
CommandExecution,146590.001,146590.001
CommandExecution,144849.629,147548.266
CommandExecution,144396.173,148390.426
Reasoning,155604.344,155624.51
Reasoning,155624.515,155645.175
AgentMessage,155645.179,155646.902
CommandExecution,155650.697,155650.698
Reasoning,155653.334,155656.31
CommandExecution,155666.373,155666.373
ContextCompaction,155666.411,155881.118
Reasoning,155885.569,155886.074
AgentMessage,155886.078,155887.538
CommandExecution,155897.307,155897.307
CommandExecution,155897.348,155897.348
Reasoning,155899.794,155900.28
CommandExecution,155903.44,155903.44
CommandExecution,155910.624,155910.625
Reasoning,155919.529,155927.731
AgentMessage,155927.735,155930.474
CommandExecution,155932.853,155932.854
Reasoning,155937.913,155939.928
CommandExecution,155970.226,155971.601
CommandExecution,155985.832,155985.833
Reasoning,155988.064,155989.294
CommandExecution,155998.784,155998.785
CommandExecution,155998.817,155998.817
Reasoning,156003.584,156006.974
CommandExecution,156009.854,156009.855
Reasoning,156016.164,156037.164
CommandExecution,156042.903,156042.903
Reasoning,156049.114,156055.744
CommandExecution,156079.576,156079.576
Reasoning,156081.314,156081.929
CommandExecution,156100.279,156100.368
Reasoning,156104.879,156111.559
AgentMessage,156111.563,156114.079
CommandExecution,156137.899,156138.218
Reasoning,156146.473,156148.843
CommandExecution,156155.693,156155.693
CommandExecution,156155.753,156155.753
CommandExecution,156155.775,156159.137
Reasoning,156158.64,156162.216
CommandExecution,156164.572,156164.573
Reasoning,156168.019,156175.14
Reasoning,156184.284,156185.259
CommandExecution,156194.546,156194.547
CommandExecution,156194.632,156199.262
Reasoning,156198.89,156200.409
CommandExecution,156194.614,156202.693
CommandExecution,156205.677,156205.678
CommandExecution,156205.753,156205.753
Reasoning,156212.253,156214.309
Reasoning,156222.301,156234.69
CommandExecution,156237.723,156237.723
Reasoning,156241.493,156242.649
CommandExecution,156266.231,156267.495
Reasoning,156272.459,156294.029
CommandExecution,156298.236,156298.308
Reasoning,156304.153,156305.828
CommandExecution,156310.251,156310.251
Reasoning,156312.654,156314.54
CommandExecution,156317.739,156317.739
Reasoning,156321.883,156342.179
AgentMessage,156342.182,156344.978
CommandExecution,156348.202,156348.21
Reasoning,156350.259,156352.408
CommandExecution,156355.276,156357.773
Reasoning,156360.713,156369.039
CommandExecution,156376.472,156376.699
Reasoning,156379.949,156381.553
CommandExecution,156386.275,156386.276
Reasoning,156391.508,156402.028
CommandExecution,156432.704,156434.606
Reasoning,156435.959,156446.139
AgentMessage,156446.166,156447.082
CommandExecution,156455.211,156456.395
CommandExecution,156456.383,156457.51
Reasoning,156460.533,156464.993
CommandExecution,156469.657,156469.657
CommandExecution,156469.722,156469.722
Reasoning,156473.145,156474.443
Reasoning,156492.873,156516.518
CommandExecution,156483.467,156518.673
Reasoning,156516.522,156540.474
CommandExecution,156543.703,156543.703
Reasoning,156554.188,156560.903
McpToolCall,156573.899,156576.008
CommandExecution,156576.256,156584.713
CommandExecution,156576.222,156589.655
CommandExecution,156576.198,156590.048
Reasoning,156579.679,156600.387
CommandExecution,156576.24,156611.356
Reasoning,156600.391,156622.668
CommandExecution,156625.561,156625.561
Reasoning,156632.828,156652.913
CommandExecution,156680.696,156682.065
Reasoning,156684.413,156686.048
Reasoning,156698.588,156701.233
CommandExecution,156482.297,156701.269
AgentMessage,156701.237,156704.353
CommandExecution,156706.876,156708.722
Reasoning,156713.438,156715.853
CommandExecution,156719.838,156722.506
Reasoning,156725.323,156729.285
McpToolCall,156734.239,156734.823
CommandExecution,156734.994,156735.333
Reasoning,156737.688,156759.049
Reasoning,156759.053,156781.283
Reasoning,156781.287,156805.303
Reasoning,156805.307,156810.428
CommandExecution,156814.188,156814.192
Reasoning,156818.003,156841.298
Reasoning,156857.809,156872.999
McpToolCall,156874.868,156875.329
Reasoning,156877.243,156878.913
AgentMessage,156878.916,156881.084
CommandExecution,156895.17,156895.504
CommandExecution,156895.098,156902.628
CommandExecution,156895.118,156905.581
Reasoning,156899.588,156907.423
McpToolCall,156915.392,156916.6
McpToolCall,156916.608,156917.008
McpToolCall,156917.014,156917.439
McpToolCall,156917.447,156917.829
McpToolCall,156917.835,156918.328
Reasoning,156920.493,156942.089
Reasoning,156942.091,156953.838
CommandExecution,156993.196,156994.266
Reasoning,156997.218,156998.298
CommandExecution,157007.514,157007.515
Reasoning,157017.159,157018.189
CommandExecution,156895.14,157018.854
AgentMessage,157018.191,157020.044
Reasoning,157020.046,157036.619
CommandExecution,157064.052,157065.821
Reasoning,157071.388,157092.829
Reasoning,157092.832,157098.083
CommandExecution,157099.594,157099.595
Reasoning,157105.739,157128.664
CommandExecution,157245.918,157245.919
Reasoning,157248.094,157273.124
Reasoning,157273.127,157294.849
Reasoning,157294.853,157306.024
AgentMessage,157306.028,157307.464
CommandExecution,157318.365,157318.365
Reasoning,157329.209,157351.439
Reasoning,157351.443,157357.755
CommandExecution,157389.648,157392.505
CommandExecution,157388.477,157395.164
Reasoning,157396.864,157400.529
CommandExecution,157407.244,157407.588
Reasoning,157409.515,157422.004
Reasoning,157431.941,157435.156
CommandExecution,156895.082,157437.014
AgentMessage,157435.16,157437.119
CommandExecution,157444.435,157444.866
Reasoning,157449.414,157464.339
CommandExecution,157471.033,157471.768
Reasoning,157475.519,157487.044
CommandExecution,157501.102,157501.102
CommandExecution,157498.868,157503.514
CommandExecution,157500.04,157506.722
Reasoning,157508.2,157526.933
Reasoning,157526.937,157547.596
Reasoning,157547.598,157549.874
CommandExecution,157599.293,157601.261
Reasoning,157604.169,157618.239
Reasoning,157625.779,157647.304
Reasoning,157647.306,157670.154
Reasoning,157670.157,157674.114
CommandExecution,157676.198,157676.198
Reasoning,157681.914,157684.607
CommandExecution,157690.102,157691.067
Reasoning,157693.724,157694.53
AgentMessage,157694.532,157696.634
Reasoning,157696.639,157717.104
Reasoning,157717.107,157731.214
CommandExecution,157750.911,157754.216
Reasoning,157755.969,157778.1
Reasoning,157778.104,157782.939
CommandExecution,157794.062,157798.985
Reasoning,157799.189,157815.671
CommandExecution,157792.89,157837.021
Reasoning,157831.539,157851.274
CommandExecution,157825.178,157859.26
Reasoning,157851.278,157876.12
CommandExecution,157879.442,157880.829
Reasoning,157885.929,157906.959
Reasoning,157906.963,157927.32
Reasoning,157927.323,157934.844
CommandExecution,157942.315,157947.073
CommandExecution,157941.143,157947.897
Reasoning,157949.226,157952.389
CommandExecution,157958.176,157958.576
Reasoning,157962.814,157970.945
CommandExecution,157980.392,157984.794
CommandExecution,157979.221,157987.052
Reasoning,157984.029,157990.71
AgentMessage,157990.712,157992.599
CommandExecution,157996.477,157996.477
Reasoning,158003.114,158027.26
Reasoning,158027.264,158047.599
Reasoning,158047.603,158061.2
CommandExecution,158074.06,158075.323
Reasoning,158077.954,158086.344
CommandExecution,158096.021,158100.651
CommandExecution,158094.843,158101.626
Reasoning,158100.384,158124.535
Reasoning,158124.538,158148.607
Reasoning,158148.612,158156.999
CommandExecution,158163.509,158165.207
Reasoning,158167.474,158171.329
AgentMessage,158171.332,158173.999
Reasoning,158187.534,158215.106
CommandExecution,158184.57,158226.576
Reasoning,158215.128,158240.074
Reasoning,158240.078,158246.074
CommandExecution,158250.77,158250.77
Reasoning,158260.094,158272.504
Reasoning,158291.68,158294.304
AgentMessage,158294.31,158296.229
CommandExecution,158287.165,158300.193
CommandExecution,158287.147,158308.738
CommandExecution,158287.131,158317.042
Reasoning,158296.24,158319.104
Reasoning,158319.107,158340.954
Reasoning,158340.958,158362.38
CommandExecution,158183.399,158383.055
Reasoning,158362.384,158384.11
Reasoning,158384.113,158395.54
Reasoning,158400.829,158402.044
CommandExecution,158408.669,158408.669
CommandExecution,158407.594,158412.151
Reasoning,158415.039,158437.404
Reasoning,158437.415,158461.079
AgentMessage,158461.084,158462.874
McpToolCall,158464.97,158465.494
Reasoning,158467.729,158470.764
Extension,158471.087,158483.087
McpToolCall,158492.972,158493.2
CommandExecution,158493.368,158493.457
Reasoning,158495.799,158497.139
CommandExecution,158517.008,158517.409
CommandExecution,158516.993,158532.346
CommandExecution,158516.978,158536.412
Reasoning,158524.004,158540.144
CommandExecution,158541.539,158541.539
Reasoning,158543.833,158565.003
Reasoning,158565.006,158575.968
CommandExecution,158599.613,158600.786
CommandExecution,158600.782,158602.041
Reasoning,158604.756,158623.91
CommandExecution,158516.963,158639.801
Reasoning,158623.912,158647.87
Reasoning,158647.873,158662.296
AgentMessage,158662.299,158664.964
CommandExecution,158681.157,158682.334
Reasoning,158685.174,158697.635
CommandExecution,158709.845,158709.846
McpToolCall,158709.859,158710.545
McpToolCall,158710.553,158711.01
McpToolCall,158711.016,158711.61
McpToolCall,158711.617,158712.02
McpToolCall,158712.026,158712.354
Reasoning,158717.169,158737.464
Reasoning,158737.469,158763.184
Reasoning,158763.189,158783.005
CommandExecution,158790.518,158790.519
Reasoning,158793.829,158816.274
Reasoning,158816.277,158818.114
AgentMessage,158818.117,158819.674
CommandExecution,158858.144,158859.176
Reasoning,158861.684,158880.394
Reasoning,158880.399,158900.369
CommandExecution,158901.448,158901.449
Reasoning,158905.354,158929.184
Reasoning,158929.187,158952.576
Reasoning,158952.643,158974.656
Reasoning,158974.66,158997.219
Reasoning,158997.224,159017.399
Reasoning,159017.406,159021.344
CommandExecution,159029.132,159029.797
Reasoning,159037.734,159042.315
AgentMessage,159042.318,159043.949
CommandExecution,158516.949,159075.321
Extension,159044.261,159089.262
CommandExecution,159094.032,159094.032
Reasoning,159096.824,159118.034
Reasoning,159118.038,159132.794
CommandExecution,159168.841,159170.401
Reasoning,159174.179,159189.874
CommandExecution,159193.133,159193.133
Reasoning,159196.874,159199.714
AgentMessage,159199.718,159203.104
Reasoning,159211.304,159231.879
AgentMessage,159231.894,159233.264
CommandExecution,159236.152,159236.152
Reasoning,159242.404,159263.334
Reasoning,159263.336,159288.144
Reasoning,159288.148,159311.464
Reasoning,159311.467,159332.519
Reasoning,159332.522,159342.274
CommandExecution,159345.088,159345.089
Reasoning,159347.434,159367.174
Reasoning,159367.178,159384.974
Reasoning,159384.981,159405.351
Reasoning,159405.361,159427.92
CommandExecution,159449.3,159449.3
Reasoning,159451.739,159471.129
CommandExecution,159542.558,159543.746
Reasoning,159547.769,159567.914
Reasoning,159567.917,159586.421
Reasoning,159586.425,159602.634
AgentMessage,159602.638,159604.172
CommandExecution,159608.77,159609.6
Reasoning,159612.475,159636.704
Reasoning,159636.707,159639.797
CommandExecution,159649.999,159650.0
Reasoning,159653.29,159674.629
Reasoning,159674.632,159694.644
Reasoning,159694.647,159719.104
Reasoning,159719.107,159736.664
CommandExecution,159750.743,159750.743
Reasoning,159754.769,159779.349
Reasoning,159779.352,159804.254
Reasoning,159804.257,159819.304
CommandExecution,159833.723,159834.8
CommandExecution,159834.899,159836.106
Reasoning,159838.184,159860.439
Reasoning,159860.443,159883.784
Reasoning,159883.787,159908.484
Reasoning,159908.487,159921.57
CommandExecution,159942.966,159944.487
Reasoning,159948.303,159968.089
Reasoning,159968.092,159992.384
Reasoning,159992.387,160014.019
Reasoning,160014.022,160036.47
Reasoning,160036.473,160060.934
Reasoning,160060.938,160064.854
CommandExecution,160068.552,160068.553
ContextCompaction,160068.576,160289.371
Reasoning,160291.452,160292.108
AgentMessage,160292.114,160293.698
CommandExecution,160298.397,160298.398
CommandExecution,160298.46,160298.46
CommandExecution,160307.789,160307.789
CommandExecution,160307.845,160307.846
Reasoning,160310.289,160312.939
CommandExecution,160320.793,160320.799
CommandExecution,160320.81,160320.81
CommandExecution,160320.837,160320.838
Reasoning,160323.953,160327.394
AgentMessage,160327.397,160329.158
CommandExecution,160334.479,160334.48
CommandExecution,160334.535,160334.535
Reasoning,160337.065,160355.394
CommandExecution,160358.147,160358.148
Reasoning,160361.019,160380.549
CommandExecution,160382.902,160382.903
Extension,160382.924,160384.075
Reasoning,160387.889,160395.148
CommandExecution,160416.671,160418.099
Reasoning,160420.558,160421.743
AgentMessage,160421.745,160423.908
CommandExecution,160428.528,160428.528
Reasoning,160432.323,160439.673
CommandExecution,160447.293,160447.293
CommandExecution,160447.479,160448.92
Reasoning,160451.278,160470.423
CommandExecution,160481.902,160481.903
CommandExecution,160482.04,160482.04
Reasoning,160489.489,160489.818
CommandExecution,160493.846,160493.846
Reasoning,160499.193,160502.838
CommandExecution,160513.209,160513.209
Reasoning,160519.205,160539.383
Reasoning,160593.473,160609.198
CommandExecution,160613.178,160614.265
Reasoning,160616.773,160637.293
AgentMessage,160637.308,160638.778
Reasoning,160638.783,160660.07
CommandExecution,160662.937,160662.938
Reasoning,160664.873,160676.359
CommandExecution,160728.819,160728.82
Reasoning,160732.038,160738.043
CommandExecution,160746.381,160749.709
Reasoning,160750.593,160762.434
AgentMessage,160762.438,160763.913
CommandExecution,160777.768,160779.861
Reasoning,160782.938,160784.728
CommandExecution,160788.747,160788.748
Reasoning,160793.623,160800.034
CommandExecution,160810.178,160810.178
Reasoning,160817.277,160822.29
CommandExecution,160808.978,160826.53
CommandExecution,160808.996,160831.339
CommandExecution,160832.661,160833.208
CommandExecution,160833.38,160833.874
CommandExecution,160833.951,160833.951
Reasoning,160836.129,160838.899
CommandExecution,160850.829,160851.561
CommandExecution,160851.734,160853.051
CommandExecution,160865.13,160866.822
Reasoning,160870.464,160873.559
CommandExecution,160878.158,160880.261
Reasoning,160883.299,160884.244
McpToolCall,160890.797,160893.394
Reasoning,160896.369,160902.464
CommandExecution,160904.968,160904.968
CommandExecution,160893.566,160924.953
Reasoning,160909.754,160925.899
CommandExecution,160932.909,160932.909
CommandExecution,160933.09,160938.06
Reasoning,160935.929,160939.784
AgentMessage,160939.789,160941.464
CommandExecution,160950.361,160964.955
Reasoning,160952.774,160968.504
CommandExecution,160977.986,160977.986
CommandExecution,160978.091,160978.091
Reasoning,160983.379,160993.864
CommandExecution,160950.381,160996.226
CommandExecution,161005.639,161005.639
CommandExecution,160950.429,161006.006
CommandExecution,160950.402,161024.696
Reasoning,161009.254,161027.515
CommandExecution,161028.854,161028.854
Reasoning,161031.925,161032.65
CommandExecution,161034.86,161034.861
Reasoning,161038.485,161040.455
CommandExecution,161043.033,161043.033
Reasoning,161047.297,161065.395
Reasoning,161065.398,161068.76
AgentMessage,161068.763,161070.085
CommandExecution,161090.54,161094.061
CommandExecution,160863.956,161100.352
Reasoning,161094.665,161110.375
CommandExecution,161127.647,161132.917
CommandExecution,161127.664,161136.054
Reasoning,161131.675,161143.05
CommandExecution,161147.619,161147.62
Reasoning,161154.21,161160.56
CommandExecution,161169.008,161170.072
Reasoning,161181.051,161182.881
CommandExecution,161192.449,161192.449
Reasoning,161206.41,161221.991
CommandExecution,161191.382,161232.418
Reasoning,161221.993,161237.556
CommandExecution,161242.881,161242.881
Reasoning,161249.375,161255.035
CommandExecution,161259.732,161259.733
Reasoning,161275.105,161290.831
CommandExecution,161294.185,161294.185
Reasoning,161307.666,161308.856
CommandExecution,161361.041,161361.571
CommandExecution,161363.379,161363.379
Reasoning,161380.651,161381.141
CommandExecution,161381.9,161381.9
Reasoning,161394.751,161395.967
AgentMessage,161395.972,161398.098
CommandExecution,161170.182,161400.07
CommandExecution,161361.06,161403.235
CommandExecution,161362.24,161404.832
CommandExecution,161453.707,161454.833
Reasoning,161471.666,161482.701
CommandExecution,161496.741,161496.742
CommandExecution,161494.485,161496.89
Reasoning,161502.828,161505.261
CommandExecution,161495.66,161509.481
CommandExecution,161509.843,161509.844
Reasoning,161525.316,161529.192
CommandExecution,161536.759,161536.76
CommandExecution,161536.826,161536.826
Reasoning,161553.161,161560.098
CommandExecution,161585.547,161585.548
Reasoning,161601.966,161617.496
Reasoning,161617.499,161625.526
CommandExecution,161648.227,161648.227
Reasoning,161665.137,161679.942
CommandExecution,161690.336,161690.337
McpToolCall,161690.35,161690.902
Reasoning,161699.434,161713.922
CommandExecution,161737.828,161739.153
Reasoning,161755.221,161770.913
McpToolCall,161784.622,161785.22
Reasoning,161805.334,161812.216
CommandExecution,161785.421,161812.826
AgentMessage,161812.223,161814.222
CommandExecution,161785.45,161818.735
CommandExecution,161833.498,161833.956
CommandExecution,161834.154,161834.154
Reasoning,161850.722,161866.443
CommandExecution,161887.611,161887.612
CommandExecution,161887.786,161894.27
CommandExecution,161887.819,161899.367
Reasoning,161903.563,161907.502
CommandExecution,161915.596,161915.596
CommandExecution,161915.784,161917.227
CommandExecution,161785.402,161923.018
Reasoning,161922.507,161938.067
Reasoning,161938.073,161955.332
Reasoning,161955.336,161969.277
Reasoning,161996.282,161996.953
CommandExecution,161999.472,161999.473
Reasoning,162004.587,162014.387
CommandExecution,162041.313,162041.313
Reasoning,162050.887,162061.11
CommandExecution,162072.389,162075.939
CommandExecution,162073.564,162082.218
Reasoning,162078.987,162094.961
CommandExecution,162104.39,162104.391
CommandExecution,162103.313,162108.726
CommandExecution,162103.305,162111.801
Reasoning,162110.152,162126.583
AgentMessage,162126.589,162127.565
CommandExecution,161508.775,162132.144
CommandExecution,162132.645,162132.646
Reasoning,162134.784,162144.852
CommandExecution,162173.594,162174.31
Reasoning,162176.927,162179.197
CommandExecution,162182.945,162182.946
Reasoning,162186.482,162188.426
CommandExecution,162217.309,162218.859
Reasoning,162220.277,162234.397
CommandExecution,162237.82,162237.821
Reasoning,162245.537,162261.022
Reasoning,162261.025,162276.602
AgentMessage,162276.606,162278.904
CommandExecution,162317.913,162319.454
Reasoning,162324.454,162332.941
CommandExecution,162337.249,162337.249
AgentMessage,162346.923,162349.194
Reasoning,162355.119,162358.881
AgentMessage,162358.886,162361.033
CommandExecution,162366.688,162366.689
Reasoning,162400.932,162416.519
Reasoning,162416.522,162432.197
CommandExecution,162435.527,162435.527
Reasoning,162440.417,162457.967
Reasoning,162457.971,162476.648
Reasoning,162476.651,162496.228
Reasoning,162496.23,162511.767
Reasoning,162511.772,162528.382
Reasoning,162528.387,162544.407
Extension,162544.551,162604.551
Reasoning,162610.152,162611.502
CommandExecution,162614.991,162614.992
Reasoning,162621.022,162636.573
AgentMessage,162636.587,162638.342
CommandExecution,162666.499,162666.5
Reasoning,162672.282,162685.257
CommandExecution,162692.286,162692.286
Reasoning,162699.177,162714.964
Extension,162715.335,162775.336
CommandExecution,162784.452,162784.452
Reasoning,162789.923,162798.467
AgentMessage,162798.47,162799.753
Reasoning,162799.755,162815.288
Reasoning,162815.292,162831.017
CommandExecution,162834.663,162834.664
Reasoning,162839.122,162840.527
CommandExecution,162845.295,162845.296
Reasoning,162848.514,162864.828
Reasoning,162864.831,162872.472
AgentMessage,162872.476,162875.817
CommandExecution,162885.303,162886.355
CommandExecution,162886.384,162886.384
Reasoning,162889.452,162889.987
CommandExecution,162895.788,162895.788
Reasoning,162901.412,162916.952
Reasoning,162916.955,162932.662
CommandExecution,162934.953,162934.954
Reasoning,162938.527,162943.622
Reasoning,162943.625,162960.787
Reasoning,162960.79,162972.257
CommandExecution,163040.794,163040.795
Reasoning,163045.326,163048.696
CommandExecution,163096.454,163100.08
Reasoning,163099.706,163110.442
CommandExecution,163116.06,163116.061
Reasoning,163118.711,163124.166
CommandExecution,163134.75,163136.328
Reasoning,163141.892,163157.636
CommandExecution,163178.149,163180.353
Reasoning,163193.176,163208.742
CommandExecution,163179.354,163209.846
CommandExecution,163179.343,163209.872
Reasoning,163208.746,163224.496
CommandExecution,163242.513,163242.513
Reasoning,163245.726,163246.457
CommandExecution,163249.225,163249.226
Reasoning,163254.181,163262.921
CommandExecution,163272.186,163273.824
Reasoning,163276.936,163279.841
CommandExecution,163294.583,163297.053
CommandExecution,163293.403,163298.873
CommandExecution,163293.383,163302.434
Reasoning,163298.036,163313.561
Reasoning,163313.565,163329.301
CommandExecution,163345.813,163345.814
CommandExecution,163345.991,163347.243
Reasoning,163348.641,163365.916
Reasoning,163365.919,163379.801
Reasoning,163379.805,163391.006
AgentMessage,163391.01,163393.021
CommandExecution,163405.636,163405.636
CommandExecution,163404.553,163406.056
Reasoning,163408.116,163417.441
CommandExecution,163428.283,163429.768
Reasoning,163431.381,163447.841
Reasoning,163447.845,163463.861
Reasoning,163463.864,163475.831
Reasoning,163496.411,163512.345
Reasoning,163512.348,163518.561
CommandExecution,163522.306,163522.306
CommandExecution,163488.032,163530.069
Reasoning,163526.145,163543.2
Reasoning,163543.204,163557.367
Reasoning,163557.37,163574.491
Reasoning,163574.494,163589.795
CommandExecution,163593.948,163593.948
Reasoning,163597.46,163607.261
CommandExecution,163616.286,163628.206
CommandExecution,163616.322,163632.41
Reasoning,163619.485,163637.82
Reasoning,163637.84,163640.647
CommandExecution,163643.763,163644.206
CommandExecution,163644.288,163644.288
CommandExecution,163616.258,163652.376
CommandExecution,163616.237,163659.465
CommandExecution,163616.216,163661.629
Reasoning,163647.406,163662.941
Reasoning,163662.944,163673.231
CommandExecution,163675.514,163675.515
Reasoning,163677.715,163693.485
Reasoning,163693.488,163713.996
CommandExecution,163488.012,163719.192
Reasoning,163713.999,163724.325
Reasoning,163724.328,163739.871
Reasoning,163739.874,163756.241
Reasoning,163756.244,163771.485
Reasoning,163771.488,163786.605
Reasoning,163786.607,163802.041
Reasoning,163802.045,163817.585
Reasoning,163817.599,163833.116
Reasoning,163833.12,163848.666
Reasoning,163848.671,163867.23
Reasoning,163867.234,163879.736
Reasoning,163879.739,163895.245
Reasoning,163895.25,163910.795
Reasoning,163910.799,163930.645
Reasoning,163930.649,163945.125
Reasoning,163945.155,163963.972
Reasoning,163963.975,163999.075
AgentMessage,163999.08,163999.085
CommandExecution,164000.377,164000.377
CommandExecution,163999.308,164000.854
ContextCompaction,164000.385,164230.298
Reasoning,164233.937,164234.246
AgentMessage,164234.247,164235.9
CommandExecution,164243.447,164243.449
CommandExecution,164243.464,164243.465
CommandExecution,164243.494,164243.494
Reasoning,164246.729,164247.259
CommandExecution,164256.365,164256.365
CommandExecution,164256.38,164256.38
CommandExecution,164256.457,164257.295
Reasoning,164259.76,164261.384
CommandExecution,164267.736,164267.737
CommandExecution,164267.758,164267.758
CommandExecution,164267.777,164267.778
Reasoning,164273.975,164275.864
AgentMessage,164275.879,164278.325
CommandExecution,164289.522,164289.523
CommandExecution,164289.576,164289.576
Reasoning,164291.695,164292.325
CommandExecution,164304.336,164304.336
CommandExecution,164304.346,164304.346
CommandExecution,164304.487,164307.426
Reasoning,164307.61,164323.892
CommandExecution,164333.523,164333.524
CommandExecution,164333.534,164333.535
Reasoning,164336.62,164352.442
CommandExecution,164358.534,164358.534
McpToolCall,164358.544,164359.221
Reasoning,164364.46,164381.7
CommandExecution,164416.384,164416.384
Reasoning,164432.325,164432.995
AgentMessage,164432.998,164435.87
Reasoning,164491.577,164503.195
CommandExecution,164509.543,164509.544
CommandExecution,164509.67,164510.043
McpToolCall,164510.05,164510.965
Reasoning,164536.545,164542.815
CommandExecution,164531.847,164544.888
CommandExecution,164531.87,164546.17
CommandExecution,164531.821,164571.28
CommandExecution,164567.19,164573.2
Reasoning,164570.896,164579.464
CommandExecution,164651.698,164651.699
CommandExecution,164531.796,164666.863
Reasoning,164657.599,164673.07
